coingecko_id,name,symbol,market_cap_rank,asset_platform,token_type,homepage,categories,supply_circulating,supply_total,supply_max
helium,Helium,HNT,182,solana,solana,https://www.helium.com/,"Communication, Internet of Things (IOT), Smart Contract Platform, Solana Ecosystem, DePIN, Multicoin Capital Portfolio, Proof of Stake (PoS), Alameda Research Portfolio, Pantera Capital Portfolio, Andreessen Horowitz (a16z) Portfolio, Made in USA, Coinbase 50 Index",186212499.9745527,223000000.0,223000000.0
syrup,Maple Finance,SYRUP,185,ethereum,ethereum,https://maple.finance/,"Decentralized Finance (DeFi), Yield Farming, Lending/Borrowing Protocols, Ethereum Ecosystem, Real World Assets (RWA), Base Ecosystem, Binance Alpha Spotlight",1117604386.1106412,1200275708.54902,
aioz-network,AIOZ Network,AIOZ,183,ethereum,ethereum,https://aioz.network,"Artificial Intelligence (AI), Smart Contract Platform, Storage, BNB Chain Ecosystem, Layer 1 (L1), Ethereum Ecosystem, DePIN, DWF Labs Portfolio, Osmosis Ecosystem, GMCI DePIN Index, GMCI Index",1186879247.938094,1196650956.926869,
ether-fi,Ether.fi,ETHFI,184,ethereum,ethereum,https://www.ether.fi/,"Decentralized Finance (DeFi), Binance Launchpool, Arbitrum Ecosystem, Ethereum Ecosystem, Restaking, Liquid Restaking Governance Tokens, Ether.fi Ecosystem, Consensys Portfolio, OKX Ventures Portfolio",421194160.0,999797999.0,1000000000.0
thorchain,THORChain,RUNE,186,thorchain,thorchain,https://thorchain.org/,"Decentralized Exchange (DEX), Infrastructure, Smart Contract Platform, Exchange-based Tokens, Decentralized Finance (DeFi), Bridge Governance Tokens, Multicoin Capital Portfolio, Proof of Stake (PoS), Delphi Ventures Portfolio",351379146.0,425447633.0,500000000.0
arweave,Arweave,AR,187,,native,https://arweave.org/,"Artificial Intelligence (AI), Smart Contract Platform, Storage, Layer 1 (L1), DePIN, Coinbase Ventures Portfolio, Multicoin Capital Portfolio, Andreessen Horowitz (a16z) Portfolio, Blockchain Capital Portfolio",65454185.5381511,65454185.5381511,66000000.0
apenft,APENFT,NFT,188,tron,tron,https://apenft.org/,"NFT, BNB Chain Ecosystem, Ethereum Ecosystem, Tron Ecosystem",990105682877398.0,999990000000000.0,999990000000000.0
trip,Trip,TRIP,189,binance-smart-chain,binance-smart-chain,https://trip.game/,"Tourism, BNB Chain Ecosystem",29500000.0,98000000.0,100000000.0
instadapp,Fluid,FLUID,190,ethereum,ethereum,https://fluid.io/,"Decentralized Finance (DeFi), Solana Ecosystem, Polygon Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Base Ecosystem, Coinbase Ventures Portfolio, Pantera Capital Portfolio",66675799.17457267,100000000.0,100000000.0
sun-token,Sun Token,SUN,192,tron,tron,https://sun.io/,"Decentralized Finance (DeFi), Tron Ecosystem",19155481709.31451,19900730000.0,
mog-coin,Mog Coin,MOG,191,ethereum,ethereum,https://www.mogcoin.xyz,"Meme, Ethereum Ecosystem, Base Ecosystem, Cat-Themed, Murad Picks, Binance Alpha Spotlight, 4chan-Themed",390567524379062.56,390567524379062.56,420690000000000.0
compound-governance-token,Compound,COMP,195,ethereum,ethereum,https://compound.finance/governance/comp,"Decentralized Finance (DeFi), Yield Farming, BNB Chain Ecosystem, Lending/Borrowing Protocols, Avalanche Ecosystem, Polygon Ecosystem, Near Protocol Ecosystem, Harmony Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Base Ecosystem, Paradigm Portfolio, Index Coop Defi Index, Energi Ecosystem, Sora Ecosystem, Polychain Capital Portfolio, Made in USA",9396549.41231377,10000000.0,10000000.0
zksync,ZKsync,ZK,193,zksync,zksync,https://zksync.io/,"Smart Contract Platform, Ethereum Ecosystem, Layer 2 (L2), Zero Knowledge (ZK), ZkSync Ecosystem, Consensys Portfolio, Blockchain Capital Portfolio, OKX Ventures Portfolio",7231769682.371818,21000000000.0,21000000000.0
neo,NEO,NEO,194,,native,https://neo.org/,"Smart Contract Platform, Proof of Stake (PoS), Made in China",70530000.0,100000000.0,
savings-dai,Savings Dai,SDAI,196,ethereum,ethereum,https://app.spark.fi/,"Yield Farming, Ethereum Ecosystem, Optimism Ecosystem, Base Ecosystem, Yield-Bearing Stablecoin, Yield-Bearing",378613951.0987778,378613951.0987778,
chain-2,Onyxcoin,XCN,197,ethereum,ethereum,http://www.onyx.org,"Smart Contract Platform, BNB Chain Ecosystem, Layer 1 (L1), Ethereum Ecosystem, Base Ecosystem, Proof of Stake (PoS), Pantera Capital Portfolio, Made in USA",34552845949.9582,48402432408.48609,48402432408.48609
superfarm,SuperVerse,SUPER,198,ethereum,ethereum,https://superverse.co/,"Gaming (GameFi), NFT, Avalanche Ecosystem, Collectibles, Polygon Ecosystem, Ethereum Ecosystem, Animoca Brands Portfolio, Gaming Blockchains, Made in USA",619247875.0,1000000000.0,1000000000.0
polygon-pos-bridged-dai-polygon-pos,Polygon PoS Bridged DAI (Polygon POS),DAI,199,polygon-pos,polygon-pos,https://polygon.technology/,"Polygon Ecosystem, Bridged DAI, Bridged-Tokens, Bridged Stablecoin",432036663.6762298,432036663.6762298,
elrond-erd-2,MultiversX,EGLD,201,,native,https://multiversx.com/,"Smart Contract Platform, Layer 1 (L1), MultiversX Ecosystem, Binance Launchpad, DWF Labs Portfolio, Proof of Stake (PoS), YZi Labs (Prev. Binance Labs) Portfolio, GMCI Layer 1 Index, GMCI Index, Coinbase 50 Index",28535713.0,28535713.0,31415926.0
rekt-4,Rekt,REKT,200,ethereum,ethereum,https://rektcoin.com,"BNB Chain Ecosystem, Solana Ecosystem, Meme, Ethereum Ecosystem, Binance Alpha Spotlight, Abstract Ecosystem",420690000000000.0,420690000000000.0,420690000000000.0
eigenlayer,EigenCloud (prev. EigenLayer),EIGEN,202,ethereum,ethereum,https://www.eigencloud.xyz/,"Infrastructure, Ethereum Ecosystem, Base Ecosystem, Data Availability, Restaking, Polychain Capital Portfolio, Made in USA",322616228.9854827,1742146033.420699,
mantle-bridged-usdt-mantle,Mantle Bridged USDT (Mantle),USDT,203,mantle,mantle,https://bridge.mantle.xyz/,"Mantle Ecosystem, Bridged USDT, Bridged-Tokens, Bridged Stablecoin",424652824.803551,424652824.803551,
deep,DeepBook,DEEP,204,sui,sui,https://deepbook.tech/,"Infrastructure, Decentralized Finance (DeFi), Sui Ecosystem",2500000000.0,10000000000.0,10000000000.0
dexe,DeXe,DEXE,205,ethereum,ethereum,https://dexe.network/,"Artificial Intelligence (AI), Decentralized Finance (DeFi), BNB Chain Ecosystem, Ethereum Ecosystem",57103774.56313077,96504599.33609451,
ecash,eCash,XEC,209,,native,https://e.cash/,"Smart Contract Platform, Layer 1 (L1), Bitcoin Fork, Proof of Work (PoW)",19906773422581.0,19906829672581.0,21000000000000.0
superstate-short-duration-us-government-securities-fund-ustb,Superstate Short Duration U.S. Government Securities Fund (USTB),USTB,208,ethereum,ethereum,https://superstate.co/,"Tokenized Assets, Ethereum Ecosystem, Real World Assets (RWA), Tokenized Treasury Bills (T-Bills), Plume Network Ecosystem",38465920.666647,38465908.971575,
kava,Kava,KAVA,206,,native,https://www.kava.io/,"Smart Contract Platform, Layer 1 (L1), Binance Launchpad, DWF Labs Portfolio, Osmosis Ecosystem, YZi Labs (Prev. Binance Labs) Portfolio, Made in USA",1082853140.0,1082853140.0,
tokenize-xchange,Tokenize Xchange,TKX,206,ethereum,ethereum,https://tokenize.exchange/,"Exchange-based Tokens, Centralized Exchange (CEX) Token, Ethereum Ecosystem, Titanchain Ecosystem",79995997.76037452,100000000.0,100000000.0
treehouse-eth,Treehouse ETH,TETH,210,ethereum,ethereum,https://www.treehouse.finance/,"Decentralized Finance (DeFi), Arbitrum Ecosystem, Liquid Staking Tokens, Ethereum Ecosystem, Liquid Staked ETH, Liquid Staking",76991.61435700237,76991.61435700237,
hashnote-usyc,Circle USYC,USYC,209,ethereum,ethereum,https://usyc.hashnote.com/,"Ethereum Ecosystem, Real World Assets (RWA), US Treasury-backed Stablecoin",375525781.512949,375525781.512949,
bridged-usdc-polygon-pos-bridge,Bridged USDC (Polygon PoS Bridge),USDC.E,211,polygon-pos,polygon-pos,https://www.circle.com/en/usdc,"USD Stablecoin, Polygon Ecosystem, Bridged USDC, Fiat-backed Stablecoin, Bridged-Tokens, Bridged Stablecoin",409904444.547104,409904444.547104,
zebec-network,Zebec Network,ZBCN,214,solana,solana,https://zebec.io/,"Decentralized Finance (DeFi), Solana Ecosystem, Real World Assets (RWA), Payment Solutions, DePIN, Coinbase Ventures Portfolio, Alameda Research Portfolio, Circle Ventures Portfolio, OKX Ventures Portfolio, RWA Protocol, Made in USA",86306925195.57034,99998846755.37715,100000000000.0
usdb,USDB,USDB,213,blast,blast,https://blast.io/en,"Stablecoins, USD Stablecoin, Blast Ecosystem, Crypto-backed Stablecoin, Fiat-backed Stablecoin",406046631.5607005,406046631.5607005,
axie-infinity,Axie Infinity,AXS,217,ethereum,ethereum,https://axieinfinity.com/,"Gaming (GameFi), NFT, BNB Chain Ecosystem, Axie Infinity Ecosystem, Metaverse, Play To Earn, Harmony Ecosystem, Ethereum Ecosystem, Animoca Brands Portfolio, Alleged SEC Securities, Binance Launchpad, Ronin Ecosystem, Card Games, Breeding, Paradigm Portfolio, Gaming Governance Token, Gaming Utility Token, Andreessen Horowitz (a16z) Portfolio, Energi Ecosystem, YZi Labs (Prev. Binance Labs) Portfolio, Consensys Portfolio, Coinbase 50 Index",166368799.1080075,270000000.0,270000000.0
global-dollar,Global Dollar,USDG,215,solana,solana,https://globaldollar.com,"Stablecoins, USD Stablecoin, Solana Ecosystem, Fiat-backed Stablecoin, Ink Ecosystem",396668578.127198,396668578.127198,
chiliz,Chiliz,CHZ,216,ethereum,ethereum,https://www.chiliz.com/,"Smart Contract Platform, Sports, NFT, Layer 1 (L1), Ethereum Ecosystem, Alleged SEC Securities, Chiliz Ecosystem, YZi Labs (Prev. Binance Labs) Portfolio, Coinbase 50 Index",9780693838.0,9780693838.0,
beam-2,Beam,BEAM,220,ethereum,ethereum,https://onbeam.com,"Smart Contract Platform, Gaming (GameFi), NFT, BNB Chain Ecosystem, Binance Launchpool, Avalanche Ecosystem, Ethereum Ecosystem, DWF Labs Portfolio, Gaming Blockchains, Avalanche L1",51340524305.0,58510524305.0,58510524305.0
bybit-staked-sol,Bybit Staked SOL,BBSOL,218,solana,solana,https://www.bybit.com/en/web3/staking/BybitSOL,"Decentralized Finance (DeFi), Solana Ecosystem, Liquid Staking Tokens, Liquid Staked SOL, Liquid Staking",1878620.690308364,1878620.690308364,
ronin,Ronin,RON,222,ronin,ronin,https://roninchain.com,"Smart Contract Platform, Gaming (GameFi), NFT, Layer 1 (L1), Play To Earn, Zero Knowledge (ZK), FTX Holdings, Ronin Ecosystem, Gaming Blockchains, SideChain, Andreessen Horowitz (a16z) Portfolio, YZi Labs (Prev. Binance Labs) Portfolio",693121119.9637812,1000000000.0,1000000000.0
unit-bitcoin,Unit Bitcoin,UBTC,221,hyperevm,hyperevm,https://hyperunit.xyz/,"Hyperliquid Ecosystem, HyperEVM Ecosystem, Hyperunit Ecosystem",3272.75993401,20999999.99993401,21000000.0
wrapped-hype,Wrapped HYPE,WHYPE,219,hyperevm,hyperevm,https://hyperfoundation.org/,"Wrapped-Tokens, HyperEVM Ecosystem",8305121.955697409,8422515.706732856,
aethir,Aethir,ATH,223,ethereum,ethereum,https://www.aethir.com/,"Solana Ecosystem, Arbitrum Ecosystem, Impossible Finance Launchpad, Ethereum Ecosystem, DePIN, Animoca Brands Portfolio",11407789036.0,42000000000.0,42000000000.0
wormhole,Wormhole,W,224,solana,solana,https://wormhole.com/,"Solana Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Interoperability, Base Ecosystem, Multicoin Capital Portfolio, Cross-chain Communication, Made in USA",4716779922.0,10000000000.0,10000000000.0
qubic-network,Qubic,QUBIC,228,,native,https://qubic.org/,"Artificial Intelligence (AI), Smart Contract Platform, Layer 1 (L1), Proof of Work (PoW)",123529773165926.0,154906810258577.0,200000000000000.0
reserve-protocol-eth-plus,ETHPlus,ETH+,225,ethereum,ethereum,https://app.reserve.org/ethereum/token/0xe72b141df173b999ae7c1adcbf60cc9833ce56a8/overview,"Arbitrum Ecosystem, Ethereum Ecosystem",81451.0076900291,81451.0076900291,
snek,Snek,SNEK,227,cardano,cardano,https://www.snek.com/,"Meme, Cardano Ecosystem",74601881228.0,75302586494.0,76715880000.0
benqi-liquid-staked-avax,BENQI Liquid Staked AVAX,SAVAX,226,avalanche,avalanche,https://staking.benqi.fi,"Avalanche Ecosystem, Liquid Staking Tokens, Liquid Staking",12924707.65493914,12924707.65493914,
movement,Movement,MOVE,231,ethereum,ethereum,https://www.movementnetwork.xyz/,"Smart Contract Platform, Ethereum Ecosystem, Layer 2 (L2), Zero Knowledge (ZK), YZi Labs (Prev. Binance Labs) Portfolio, OKX Ventures Portfolio, Binance HODLer Airdrops, World Liberty Financial Portfolio, Made in USA, Movement Ecosystem",2700000000.0,10000000000.0,10000000000.0
olympus,Olympus,OHM,229,ethereum,ethereum,https://olympusdao.finance/,"Crypto-Backed Tokens, Decentralized Finance (DeFi), Rebase Tokens, Arbitrum Ecosystem, Ethereum Ecosystem, Berachain Ecosystem",16376217.36631088,21011783.29796472,21011783.29796472
ether-fi-staked-btc,Ether.fi Staked BTC,EBTC,228,ethereum,ethereum,https://www.ether.fi/,"Decentralized Finance (DeFi), Ethereum Ecosystem, Restaking, Liquid Restaking Tokens, Liquid Staking, Liquid Staked BTC",3124.51485905,3124.51485905,
wrapped-avax,Wrapped AVAX,WAVAX,232,avalanche,avalanche,https://www.avalabs.org/,"Crypto-Backed Tokens, Wrapped-Tokens, Avalanche Ecosystem",15375490.18687209,15360308.21226225,
gnosis,Gnosis,GNO,233,ethereum,ethereum,https://www.gnosis.io/,"Decentralized Exchange (DEX), Smart Contract Platform, Decentralized Finance (DeFi), Prediction Markets, Layer 1 (L1), Gnosis Chain Ecosystem, MEV Protection, Arbitrum Ecosystem, Ethereum Ecosystem, SideChain, Energi Ecosystem",2639589.0,3000000.0,3000000.0
staked-frax-ether,Staked Frax Ether,SFRXETH,234,ethereum,ethereum,https://app.frax.finance/,"Decentralized Finance (DeFi), BNB Chain Ecosystem, Polygon Ecosystem, Fantom Ecosystem, Arbitrum Ecosystem, Moonbeam Ecosystem, Liquid Staking Tokens, Ethereum Ecosystem, Optimism Ecosystem, Liquid Staked ETH, Liquid Staking",70759.69882459396,70759.69882459396,
akash-network,Akash Network,AKT,235,akash,akash,https://akash.network,"Artificial Intelligence (AI), Smart Contract Platform, DePIN, Osmosis Ecosystem, Proof of Stake (PoS), Archway Ecosystem, Made in USA",276081625.354334,276647942.201504,388539008.0
wemix-token,WEMIX,WEMIX,236,,native,https://www.wemix.com/en,"Smart Contract Platform, Gaming (GameFi), NFT, Layer 1 (L1), Play To Earn, Gaming Blockchains, WEMIX Ecosystem",454432302.1429949,544627520.3652309,590000000.0
1inch,1inch,1INCH,237,ethereum,ethereum,https://1inch.io/,"Decentralized Exchange (DEX), Exchange-based Tokens, Decentralized Finance (DeFi), Automated Market Maker (AMM), BNB Chain Ecosystem, Avalanche Ecosystem, Polygon Ecosystem, Near Protocol Ecosystem, Harmony Ecosystem, Ethereum Ecosystem, FTX Holdings, Alameda Research Portfolio, DragonFly Capital Portfolio, Pantera Capital Portfolio, Energi Ecosystem, YZi Labs (Prev. Binance Labs) Portfolio, GMCI DeFi Index, Galaxy Digital Portfolio, Blockchain Capital Portfolio, Dex Aggregator, GMCI Index, Coinbase 50 Index",1395720295.205393,1499999999.997,1499999999.997
wrapped-ether-mantle-bridge,Wrapped Ether (Mantle Bridge),WETH,239,mantle,mantle,https://www.mantle.xyz/,"Smart Contract Platform, Crypto-Backed Tokens, Wrapped-Tokens, Layer 2 (L2), Mantle Ecosystem",79514.56647566399,79514.56647566399,
gho,GHO,GHO,238,ethereum,ethereum,https://gho.xyz/,"Stablecoins, USD Stablecoin, Arbitrum Ecosystem, Ethereum Ecosystem, Base Ecosystem, Crypto-backed Stablecoin, Fiat-backed Stablecoin",349404977.201646,349404977.201646,
terra-luna,Terra Luna Classic,LUNC,244,,native,https://www.terra-classic.money,"Smart Contract Platform, Decentralized Finance (DeFi), Coinbase Ventures Portfolio, DeFiance Capital Portfolio, Pantera Capital Portfolio, YZi Labs (Prev. Binance Labs) Portfolio, Galaxy Digital Portfolio",5506554877119.527,6491115951350.901,
convex-finance,Convex Finance,CVX,242,ethereum,ethereum,https://www.convexfinance.com/,"Decentralized Finance (DeFi), Yield Farming, Yield Aggregator, Ethereum Ecosystem, Metagovernance, Curve Ecosystem, Yield Optimizer",81990703.72425415,99916542.33060879,100000000.0
axelar,Axelar,AXL,241,ethereum,ethereum,https://axelar.network/,"Infrastructure, BNB Chain Ecosystem, Avalanche Ecosystem, Polygon Ecosystem, Fantom Ecosystem, Arbitrum Ecosystem, Moonbeam Ecosystem, Ethereum Ecosystem, Optimism Ecosystem, Interoperability, Bridge Governance Tokens, Base Ecosystem, Osmosis Ecosystem, Cross-chain Communication, Secret Ecosystem, Galaxy Digital Portfolio, Polychain Capital Portfolio, Made in USA",1019281135.061361,1212336976.08481,
drift-protocol,Drift Protocol,DRIFT,240,solana,solana,https://app.drift.trade/,"Decentralized Finance (DeFi), Derivatives, Prediction Markets, Solana Ecosystem",624676791.317895,1000000000.0,1000000000.0
venom,Venom,VENOM,243,,native,https://venom.foundation/,"Infrastructure, Smart Contract Platform, Venom Ecosystem",2095925534.060908,7306336646.17,8000000000.0
eos,EOS,EOS,245,,native,https://eosnetwork.com/,"Smart Contract Platform, DWF Labs Portfolio, GMCI Layer 1 Index, GMCI Index, Made in USA, Coinbase 50 Index",660115744.2471,2100000000.0,2100000000.0
creditcoin-2,Creditcoin,CTC,247,ethereum,ethereum,https://creditcoin.org/,"Smart Contract Platform, Layer 1 (L1), Ethereum Ecosystem, Real World Assets (RWA), DWF Labs Portfolio, Proof of Stake (PoS), Made in USA",471416053.0,599999997.0,
polygon-bridged-wbtc-polygon-pos,Polygon Bridged WBTC (Polygon POS),WBTC,246,polygon-pos,polygon-pos,https://polygon.technology/,"Polygon Ecosystem, Bridged WBTC, Bridged-Tokens",2837.54313691,2837.54313691,
just,JUST,JST,249,tron,tron,https://www.just.network/,"Decentralized Finance (DeFi), Tron Ecosystem",9900000000.0,9900000000.0,9900000000.0
matic-network,Polygon,MATIC,250,ethereum,ethereum,https://polygon.technology/,"Smart Contract Platform, BNB Chain Ecosystem, Polygon Ecosystem, Harmony Ecosystem, Moonriver Ecosystem, Moonbeam Ecosystem, Ethereum Ecosystem, Layer 2 (L2), Zero Knowledge (ZK), Animoca Brands Portfolio, Alleged SEC Securities, Binance Launchpad, FTX Holdings, Coinbase Ventures Portfolio, Rollup, Proof of Stake (PoS), Alameda Research Portfolio, DragonFly Capital Portfolio, Energi Ecosystem, Sora Ecosystem, YZi Labs (Prev. Binance Labs) Portfolio, GMCI Layer 2 Index, GMCI 30 Index, Galaxy Digital Portfolio, GMCI Index, Coinbase 50 Index",1398784006.2136126,10000000000.0,10000000000.0
trust-wallet-token,Trust Wallet,TWT,251,binance-smart-chain,binance-smart-chain,https://trustwallet.com/,"BNB Chain Ecosystem, Wallets, Account Abstraction, Energi Ecosystem",416649900.0,1000000000.0,
eutbl,Spiko EU T-Bills Money Market Fund,EUTBL,252,ethereum,ethereum,https://www.spiko.xyz,"Tokenized Assets, Polygon Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Real World Assets (RWA), Starknet Ecosystem, Tokenized Treasury Bills (T-Bills)",265829801.82995,265829801.82995,
drift-staked-sol,Drift Staked SOL,DSOL,253,solana,solana,https://app.drift.trade/,"Solana Ecosystem, Liquid Staking Tokens, Liquid Staked SOL, Liquid Staking",1513949.509113611,1513949.509113611,
useless-3,Useless Coin,USELESS,248,solana,solana,https://letsbonk.fun/token/Dz9mQ9NzkBcCsuGPFJ3r1bS4wgqKMHBPiVuniW8Mbonk,"BNB Chain Ecosystem, Solana Ecosystem, Meme, Solana Meme, BONK.fun Ecosystem",999940362.02,999940362.02,1000000000.0
binance-peg-busd,Binance-Peg BUSD,BUSD,254,binance-smart-chain,binance-smart-chain,https://www.binance.com/en,"Stablecoins, USD Stablecoin, BNB Chain Ecosystem, Avalanche Ecosystem, Polygon Ecosystem, Optimism Ecosystem, Fiat-backed Stablecoin, Binance-Peg Tokens",312477997.5095268,312477997.5095268,
zora,Zora,ZORA,255,base,base,https://zora.co/,"Infrastructure, Media, Smart Contract Platform, NFT, Layer 2 (L2), Base Ecosystem, Coinbase Ventures Portfolio, Zora Ecosystem",3233018930.1351237,10000000000.0,10000000000.0
dog-go-to-the-moon-rune,Dog (Bitcoin),DOG,257,ordinals,ordinals,https://dogofbitcoin.com/,"Solana Ecosystem, Meme, Dog-Themed, Solana Meme, Starknet Ecosystem, Bitcoin Ecosystem, Runes",100000000000.0,100000000000.0,100000000000.0
amp-token,Amp,AMP,256,ethereum,ethereum,https://www.amp.xyz,"Decentralized Finance (DeFi), Near Protocol Ecosystem, Ethereum Ecosystem, Payment Solutions, Alleged SEC Securities, Pantera Capital Portfolio, Energi Ecosystem, Made in USA",84231346590.2867,99669205039.99,99669205039.99
turbo,Turbo,TURBO,258,ethereum,ethereum,https://turbotoken.io,"Meme, Ethereum Ecosystem, Frog-Themed, AI Meme",69000000000.0,69000000000.0,69000000000.0
toshi,Toshi,TOSHI,260,base,base,https://www.toshithecat.com/,"BNB Chain Ecosystem, Launchpad, Meme, Base Ecosystem, Cat-Themed, Base Meme",420690000000.0,420690000000.0,420690000000.0
frax,Legacy Frax Dollar,FRAX,259,ethereum,ethereum,https://frax.finance,"Stablecoins, Decentralized Finance (DeFi), USD Stablecoin, BNB Chain Ecosystem, Seigniorage, Avalanche Ecosystem, Polygon Ecosystem, Fantom Ecosystem, Harmony Ecosystem, Arbitrum Ecosystem, Moonriver Ecosystem, Moonbeam Ecosystem, Ethereum Ecosystem, Optimism Ecosystem, Aurora Ecosystem, Polygon zkEVM Ecosystem, Evmos Ecosystem, Boba Network Ecosystem, Fiat-backed Stablecoin",296975826.2015562,296975826.2015562,
steakhouse-usdc-morpho-vault,Steakhouse USDC Morpho Vault,STEAKUSDC,261,ethereum,ethereum,https://www.steakhouse.financial/,"Decentralized Finance (DeFi), Ethereum Ecosystem, Morpho Ecosystem",266972057.1289323,266972057.1289323,
decred,Decred,DCR,262,,native,https://www.decred.org/,"Smart Contract Platform, Privacy, Layer 1 (L1), Proof of Stake (PoS), Proof of Work (PoW), Blockchain Capital Portfolio, Made in USA",16962810.71617363,16964239.69821753,21000000.0
velo,Velo,VELO,264,stellar,stellar,https://velo.org/,"Decentralized Finance (DeFi), BNB Chain Ecosystem, Real World Assets (RWA), DWF Labs Portfolio, Stellar Ecosystem, Binance Alpha Spotlight",17563876115.0,23999804345.11019,
resolv-usr,Resolv USR,USR,263,ethereum,ethereum,https://www.resolv.xyz/,"Stablecoins, BNB Chain Ecosystem, Ethereum Ecosystem, Base Ecosystem, Soneium Ecosystem, TAC Ecosystem",290193896.6186349,290193896.6186349,
popcat,Popcat,POPCAT,266,solana,solana,https://popcatsolana.xyz/,"Solana Ecosystem, Meme, Solana Meme, Cat-Themed, Murad Picks",979978669.96,979978669.96,979978694.0
openeden-open-dollar,OpenEden OpenDollar,USDO,264,ethereum,ethereum,https://openeden.com/,"Stablecoins, USD Stablecoin, Ethereum Ecosystem, Real World Assets (RWA), Base Ecosystem, US Treasury-backed Stablecoin",286829890.0997325,286829890.0997325,
livepeer,Livepeer,LPT,268,ethereum,ethereum,https://livepeer.org/,"Artificial Intelligence (AI), Harmony Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, DePIN, Coinbase Ventures Portfolio, Multicoin Capital Portfolio, Pantera Capital Portfolio, GMCI DePIN Index, GMCI Index, Coinbase 50 Index",43429590.0956883,43429590.0956883,43429590.0956883
tribe-2,Tribe,TRIBE,270,ethereum,ethereum,https://fei.money/,"Decentralized Finance (DeFi), Ethereum Ecosystem, Stablecoin Protocol",455015530.80485964,1000000000.0,1000000000.0
dash,Dash,DASH,269,,native,https://www.dash.org,"Smart Contract Platform, Privacy, Masternodes, Alleged SEC Securities, Proof of Stake (PoS), Proof of Work (PoW), Made in USA",12373104.05437095,12373668.52819799,18920000.0
compounding-open-dollar,Compounding OpenDollar,CUSDO,271,ethereum,ethereum,https://openeden.com,"Ethereum Ecosystem, Real World Assets (RWA), Base Ecosystem",273740259.213394,273740259.213394,
berachain-bera,Berachain,BERA,267,,native,https://berachain.com/,"Smart Contract Platform, Decentralized Finance (DeFi), Layer 1 (L1), Berachain Ecosystem, Binance HODLer Airdrops, Outlier Ventures Portfolio, Polychain Capital Portfolio",123368639.6658576,505887900.7148769,
abtc,aBTC,ABTC,272,aptos,aptos,https://www.echo-protocol.xyz,"Decentralized Finance (DeFi), Aptos Ecosystem",2457.3823179481,2.7763447529,
cat-in-a-dogs-world,cat in a dogs world,MEW,273,solana,solana,https://mew.xyz/,"Solana Ecosystem, Meme, Dog-Themed, Solana Meme, Cat-Themed",88888888888.88,88888888888.88,88888888888.88
iotex,IoTeX,IOTX,274,ethereum,ethereum,https://iotex.io,"Artificial Intelligence (AI), Internet of Things (IOT), Ethereum Ecosystem, DePIN, Base Ecosystem, Account Abstraction, AI Agents, GMCI DePIN Index, GMCI Index, Made in USA",9441368979.0,9441368983.0,10000000000.0
compound-wrapped-btc,cWBTC,CWBTC,275,ethereum,ethereum,https://compound.finance/,"Crypto-Backed Tokens, Decentralized Finance (DeFi), cToken, Ethereum Ecosystem",114136.44115395,114136.44115395,
cheems-token,Cheems Token,CHEEMS,278,binance-smart-chain,binance-smart-chain,https://www.cheems.pet/,"BNB Chain Ecosystem, Meme",203672952113698.72,203672952113698.72,219776051832671.0
btse-token,BTSE Token,BTSE,277,ethereum,ethereum,https://www.btse.com/en/ref,"Exchange-based Tokens, Ethereum Ecosystem",162061501.0,200000000.0,200000000.0
safe,Safe,SAFE,276,ethereum,ethereum,https://safe.global/,"Infrastructure, Wallets, Gnosis Chain Ecosystem, Ethereum Ecosystem",620406642.9999999,1000000000.0,1000000000.0
mocaverse,Moca Network,MOCA,280,ethereum,ethereum,https://www.moca.network/,"Gaming (GameFi), Ethereum Ecosystem, Decentralized Identifier (DID), Animoca Brands Portfolio, Base Ecosystem, OKX Ventures Portfolio, Outlier Ventures Portfolio",3621141136.6425,8888888888.0,8888888888.0
resolv-rlp,Resolv RLP,RLP,279,ethereum,ethereum,https://www.resolv.xyz/,"LP Tokens, BNB Chain Ecosystem, Ethereum Ecosystem, Base Ecosystem, Berachain Ecosystem, Soneium Ecosystem, HyperEVM Ecosystem, TAC Ecosystem",216110698.7051988,216110698.7051988,
mantra-dao,MANTRA,OM,282,ethereum,ethereum,https://www.mantrachain.io/,"Infrastructure, Smart Contract Platform, BNB Chain Ecosystem, Cosmos Ecosystem, Layer 1 (L1), Polygon Ecosystem, Ethereum Ecosystem, Real World Assets (RWA), Base Ecosystem, Osmosis Ecosystem, Mantra Ecosystem",1043015678.130881,1684372387.375728,
swissborg,SwissBorg,BORG,281,ethereum,ethereum,https://swissborg.com/en/,"Solana Ecosystem, Ethereum Ecosystem, Energi Ecosystem, CeFi",982602443.442,982602443.442,1000000000.0
kaito,KAITO,KAITO,283,base,base,https://yaps.kaito.ai/,"Artificial Intelligence (AI), Analytics, Base Ecosystem, Binance HODLer Airdrops, InfoFi",241388889.0,1000000000.0,1000000000.0
theta-fuel,Theta Fuel,TFUEL,285,,native,https://www.thetatoken.org/,"Artificial Intelligence (AI), Smart Contract Platform, DePIN, Proof of Stake (PoS), Made in USA",7039350845.0,7039350847.0,
